37.77499088,-121.4930553
37.77499088,-121.3930553
37.77499088,-121.2930553
37.87499088,-121.5930553
37.87499088,-121.4930553
37.87499088,-121.3930553
37.97499088,-121.6930553
37.97499088,-121.5930553
37.97499088,-121.4930553
37.97499088,-121.3930553
38.07499088,-122.0930553
38.07499088,-121.9930553
38.07499088,-121.8930553
38.07499088,-121.7930553
38.07499088,-121.6930553
38.07499088,-121.5930553
38.07499088,-121.4930553
38.07499088,-121.3930553
38.17499088,-122.0930553
38.17499088,-121.9930553
38.17499088,-121.8930553
38.17499088,-121.5930553
38.17499088,-121.4930553
38.27499088,-121.7930553
38.27499088,-121.6930553
38.27499088,-121.5930553
38.27499088,-121.4930553
38.37499088,-121.6930553
38.37499088,-121.5930553
38.37499088,-121.4930553
38.47499088,-121.5930553
38.47499088,-121.4930553
38.57499088,-121.5930553
